,wat_temp_c,tide_cm,sal_psu,pcp_mm,wind_speed_mps,air_p_hpa,sul1_coppml
0,26.6545352935791,-19.948665618896484,35.24125289916992,0.0,0.9133333563804626,1003.2066650390625,474008.533950614
1,26.942699432373047,-10.618518829345703,36.21456527709961,0.0,2.7333333492279053,1005.7100219726562,437181.5165043927
2,19.044506072998047,-30.25472068786621,33.965946197509766,0.0,1.0333333015441895,1008.5933227539062,116410130.6
3,20.4261417388916,9.208213806152344,33.7612419128418,0.0,0.7166666388511658,1003.57666015625,641445.5554
4,19.485841751098633,27.907150268554688,33.97597122192383,0.0,0.4000000059604645,1009.7666625976562,4475536.823
5,20.320831298828125,28.55393409729004,33.982154846191406,0.0,0.20333333313465118,1009.5700073242188,1242358.435
6,26.072246551513672,-15.480550765991211,35.15324020385742,6.400000095367432,3.8933334350585938,1005.306640625,1145699.5762754246
7,19.820600509643555,-28.531564712524414,33.92035675048828,0.0,2.0433332920074463,1012.0266723632812,51207264.33
8,17.752302169799805,-28.7275447845459,34.036231994628906,0.0,6.690000057220459,1002.5033569335938,11935114.46
9,26.334545135498047,10.78839111328125,35.15214538574219,0.0,3.7766666412353516,1001.7233276367188,1114896.1121583972
10,20.44291114807129,23.095672607421875,33.73029708862305,0.0,3.7799999713897705,1006.2899780273438,457141.7578
11,18.204458236694336,30.616954803466797,33.85141372680664,0.0,4.789999961853027,999.9933471679688,2330883.555
12,20.592931747436523,18.448915481567383,33.83150100708008,0.0,2.743333339691162,1003.8466796875,5720517.576
13,20.29239273071289,-27.817855834960938,33.964569091796875,0.0,0.22333332896232605,1009.5399780273438,2793651.696
14,19.403366088867188,3.3730955123901367,33.80997085571289,0.0,0.7599999904632568,1007.1166381835938,861548.63
15,20.593358993530273,-27.828369140625,33.84736251831055,0.0,0.30666667222976685,1004.6699829101562,474008.534
16,28.33209991455078,26.564254760742188,36.19654846191406,0.0,2.073333263397217,1008.816650390625,197883.6798537717
17,20.375263214111328,6.888875961303711,33.963768005371094,0.0,1.493333339691162,1009.57666015625,27949376.4
